CÓDIGO,NOMBRE,OBSERVACIONES,,,,
52333234,DADO 21mm (ANCHO),,,,,
52333235,DADO 19mm (ANCHO),,,,,
52333236,DADO 18mm (ANCHO),,,,,
52333237,DADO 17mm (ANCHO),,,,,
52333238,DADO 15mm (ANCHO),,,,,
52333239,DADO 19mm (MEDIANO),,,,,
52333240,DADO 17mm (MEDIANO),,,,,
52333241,DADO 15mm (MEDIANO),,,,,
52333242,DADO 14mm (MEDIANO),,,,,
52333243,DADO 13mm (MEDIANO),,,,,
52333244,DADO 12mm (PEQUEÑO),,,,,
52333245,DADO 10mm (PEQUEÑO),,,,,
52333246,DADO 9mm (PEQUEÑO),,,,,
52333247,DADO 13mm (PEQUEÑO),,,,,
52333248,DADO 12mm (PEQUEÑO),,,,,
52333249,DADO 11mm (PEQUEÑO),,,,,
52333250,DADO 10mm (MINI),,,,,
52333251,DADO 9mm (MINI),,,,,
52333252,DADO 8mm (MINI),,,,,
52333253,DADO 7mm (MINI),,,,,
52333254,DADO 6mm (MINI),,,,,
52333255,DADO 5mm (MINI),,,,,
52333256,DADO 4mm (MINI),,,,,
52333301,"MATRACA 1/2""",,,,,
52333302,"MATRACA 3/8""",,,,,
52333303,"MATRACA 1/4""",,,,,
52333401,PINZAS DE PUNTA,,,,,
52333402,PINZAS DE CORTE,,,,,
52333501,"EXTENSIÓN 1/4"" DR 3"" EXT",,,,,
52333502,"EXTENSIÓN 3/8"" DR 3"" EXT",,,,,
52333503,"EXTENSIÓN 3/8"" DR 6"" EXT",,,,,
52333504,"EXTENSIÓN 1/2"" DR 5"" EXT",,,,,
52333601,"ADAPTADOR 5/8"" SPARK PLUG SOCKET",,,,,
52333602,"ADAPTADOR 13/16"" SPARK PLUG SOCKET",,,,,
52334101,JUEGO DE LLAVES MÉTRICA (K. HTA),,,,,
52334201,JUEGO DE LLAVES ESTÁNDAR (K. HTA),,,,,
52334301,JUEGO DE LLAVES ALLEN (MÉTRICA/ESTÁNDAR),,,,,
52334401,PINZAS DE PUNTA/CORTE,,,,,
52334402,PINZAS DE PUNTA/CORTE,,,,,
52334403,PINZAS DE PUNTA/CORTE,,,,,
52334501,PINZAS DE CHOFER,,,,,
52334601,PINZAS DE ELECTRICISTA,,,,,
52334701,LLAVE DE AJUSTE,,,,,
52334801,PINZAS DE PRESIÓN,,,,,
52337201,KIT DE BROCAS SKIL,,,,,
52337202,BROCA PARA CONCRETO,,,,,
52337203,KIT 10 BROCAS MIXTO TRIUMPH,,,,,
52337204,KIT 9 BROCAS MIXTO TRUPER,,,,,
52338401,(JUEGO DE LLAVES) LLAVE 1/4,,,,,
52338402,(JUEGO DE LLAVES) LLAVE 5/16,,,,,
52338403,(JUEGO DE LLAVES) LLAVE 3/8,,,,,
52338404,(JUEGO DE LLAVES) LLAVE 7/16,,,,,
52338405,(JUEGO DE LLAVES) LLAVE 1/2,,,,,
52338406,(JUEGO DE LLAVES) LLAVE 9/16,,,,,
52338407,(JUEGO DE LLAVES) LLAVE 5/8,,,,,
52338408,(JUEGO DE LLAVES) LLAVE 11/16,,,,,
52338409,(JUEGO DE LLAVES) LLAVE 3/4,,,,,
52338410,(JUEGO DE LLAVES) LLAVE 7/16,,,,,
52338411,(JUEGO DE LLAVES) LLAVE 8mm,,,,,
52338412,(JUEGO DE LLAVES) LLAVE 9mm,,,,,
52338413,(JUEGO DE LLAVES) LLAVE 10mm,,,,,
52338414,(JUEGO DE LLAVES) LLAVE 11mm,,,,,
52338415,(JUEGO DE LLAVES) LLAVE 12mm,,,,,
52338416,(JUEGO DE LLAVES) LLAVE 13mm,,,,,
52338417,(JUEGO DE LLAVES) LLAVE 14mm,,,,,
52338418,(JUEGO DE LLAVES) LLAVE 15mm,,,,,
52338419,(JUEGO DE LLAVES) LLAVE 17mm,,,,,
52338420,(JUEGO DE LLAVES) LLAVE 18mm,,,,,
52339001,EXTENCION,,,,,
53051201,JUEGO LEGO 500 PIEZAS,,,,,
53051202,JUEGO LEGO 500 PIEZAS,,,,,
53051203,JUEGO LEGO 500 PIEZAS,,,,,
53051204,JUEGO LEGO 500 PIEZAS,,,,,
53051205,JUEGO LEGO 500 PIEZAS,,,,,
53051206,JUEGO LEGO 500 PIEZAS,,,,,
53131701,DESARMADOR VERDE,,,,,
53131702,DESARMADOR VERDE,,,,,
53131703,DESARMADOR VERDE,,,,,
53131704,DESARMADOR VERDE,,,,,
53131705,DESARMADOR VERDE,,,,,
53131706,DESARMADOR VERDE,,,,,
53131707,DESARMADOR VERDE,,,,,
53131708,DESARMADOR VERDE,,,,,
53131709,DESARMADOR VERDE,,,,,
53131710,DESARMADOR VERDE,,,,,
53131711,DESARMADOR VERDE,,,,,
53131712,DESARMADOR VERDE,,,,,
53131713,DESARMADOR VERDE,,,,,
53131714,DESARMADOR VERDE,,,,,
53131715,DESARMADOR VERDE,,,,,
53131716,DESARMADOR VERDE,,,,,
53131717,DESARMADOR VERDE,,,,,
53131718,DESARMADOR VERDE,,,,,
53131719,DESARMADOR VERDE,,,,,
53131720,DESARMADOR VERDE,,,,,
53131721,DESARMADOR VERDE,,,,,
53131722,DESARMADOR VERDE,,,,,
53131723,DESARMADOR VERDE,,,,,
53131724,DESARMADOR VERDE,,,,,
53151101,JUEGO LEGO 650 PIEZAS,,,,,
53151102,JUEGO LEGO 650 PIEZAS,,,,,
53151301,JUEGO LEGO 950 PIEZAS,,,,,
53151401,PRESENTADOR,,,,,
53151402,PRESENTADOR,,,,,
53151403,PRESENTADOR,,,,,
53151404,PRESENTADOR,,,,,
53151405,PRESENTADOR,,,,,
53151406,PRESENTADOR,,,,,
53151407,PRESENTADOR,,,,,
53151408,PRESENTADOR,,,,,
53151409,PRESENTADOR,,,,,
53151410,PRESENTADOR,,,,,
53151411,PRESENTADOR,,,,,
53151412,PRESENTADOR,,,,,
53151413,PRESENTADOR,,,,,
53151414,PRESENTADOR,,,,,
53151415,PRESENTADOR,,,,,
53151416,PRESENTADOR,,,,,
53151417,PRESENTADOR,,,,,
53151418,PRESENTADOR,,,,,
53151419,PRESENTADOR,,,,,
53151420,PRESENTADOR,,,,,
53151421,PRESENTADOR,,,,,
53152101,CARRITO DE METAL,,,,,
53152102,CARRITO DE METAL,,,,,
53152103,CARRITO DE METAL,,,,,
53152104,CARRITO DE METAL,,,,,
53152105,CARRITO DE METAL,,,,,
53152106,CARRITO DE METAL,,,,,
53152107,CARRITO DE METAL,,,,,
53152108,CARRITO DE METAL,,,,,
53152109,CARRITO DE METAL,,,,,
53152110,CARRITO DE METAL,,,,,
53152111,CARRITO DE METAL,,,,,
53152112,CARRITO DE METAL,,,,,
53152113,CARRITO DE METAL,,,,,
53152114,CARRITO DE METAL,,,,,
53152115,CARRITO DE METAL,,,,,
53152116,CARRITO DE METAL,,,,,
53152117,CARRITO DE METAL,,,,,
53152118,CARRITO DE METAL,,,,,
53152119,CARRITO DE METAL,,,,,
53152120,CARRITO DE METAL,,,,,
53152121,CARRITO DE METAL,,,,,
53152122,CARRITO DE METAL,,,,,
53152123,CARRITO DE METAL,,,,,
53152124,CARRITO DE METAL,,,,,
53152125,CARRITO DE METAL,,,,,
53152126,CARRITO DE METAL,,,,,
53152127,CARRITO DE METAL,,,,,
53152128,CARRITO DE METAL,,,,,
53152129,CARRITO DE METAL,,,,,
53152130,CARRITO DE METAL,,,,,
53152131,CARRITO DE METAL,,,,,
53153701,MÁQINA DE COSER MANUAL,,,,,
53153702,MÁQINA DE COSER MANUAL,,,,,
53153703,MÁQINA DE COSER MANUAL,,,,,
53153704,MÁQINA DE COSER MANUAL,,,,,
53153705,MÁQINA DE COSER MANUAL,,,,,
53153706,MÁQINA DE COSER MANUAL,,,,,
53153707,MÁQINA DE COSER MANUAL,,,,,
53153708,MÁQINA DE COSER MANUAL,,,,,
53153709,MÁQINA DE COSER MANUAL,,,,,
53153710,MÁQINA DE COSER MANUAL,,,,,
53153711,MÁQINA DE COSER MANUAL,,,,,
53153712,MÁQINA DE COSER MANUAL,,,,,
53153713,MÁQINA DE COSER MANUAL,,,,,
53153714,MÁQINA DE COSER MANUAL,,,,,
53153715,MÁQINA DE COSER MANUAL,,,,,
53153716,MÁQINA DE COSER MANUAL,,,,,
53158101,FIGURAS DIDÁTICAS,,,,,
53159101,CAUTÍN,,,,,
53159102,CAUTÍN,,,,,
53159103,CAUTÍN,,,,,
53159104,CAUTÍN,,,,,
53159105,CAUTÍN,,,,,
53253101,INTERRUPTOR SENCILLO CON 10 PIEZAS,,,,,
53253102,INTERRUPTOR SENCILLO CON 10 PIEZAS,,,,,
53253201,CLAVIJAS (29 PIEZAS),21 PIEZAS,,,,
53253301,CHALUPA,,,,,
53253302,CHALUPA,,,,,
53253303,CHALUPA,,,,,
53253304,CHALUPA,,,,,
53253305,CHALUPA,,,,,
53253306,CHALUPA,,,,,
53253307,CHALUPA,,,,,
53253308,CHALUPA,,,,,
53253309,CHALUPA,,,,,
53253310,CHALUPA,,,,,
53253311,CHALUPA,,,,,
53253312,CHALUPA,ROTO,,,,
53253313,CHALUPA,ROTO,,,,
53253314,CHALUPA,,,,,
53253315,CHALUPA,,,,,
53253316,CHALUPA,,,,,
53253317,CHALUPA,,,,,
53253318,CHALUPA,,,,,
53253319,CHALUPA,INCOMPLETO,,,,
53253401,MOTOR ELÉCTRICO,,,,,
53253402,MOTOR ELÉCTRICO,,,,,
53253403,MOTOR ELÉCTRICO,,,,,
53253404,MOTOR ELÉCTRICO,,,,,
53253405,MOTOR ELÉCTRICO,,,,,
53253406,MOTOR ELÉCTRICO,,,,,
53253407,MOTOR ELÉCTRICO,,,,,
53253408,MOTOR ELÉCTRICO,,,,,
53253409,MOTOR ELÉCTRICO,,,,,
53253410,MOTOR ELÉCTRICO,,,,,
53253411,MOTOR ELÉCTRICO,,,,,
53253412,MOTOR ELÉCTRICO,,,,,
53253413,MOTOR ELÉCTRICO,,,,,
53253414,MOTOR ELÉCTRICO,,,,,
53253415,MOTOR ELÉCTRICO,SIN ETIQUETA,,,,
53253416,MOTOR ELÉCTRICO,,,,,
53253417,MOTOR ELÉCTRICO,,,,,
53253418,MOTOR ELÉCTRICO,,,,,
53253419,MOTOR ELÉCTRICO,,,,,
53253420,MOTOR ELÉCTRICO,,,,,
53253421,MOTOR ELÉCTRICO,,,,,
53253501,CONECTORES ELÉCTRICOS (107 PIEZAS),,,,,
53253502,100 CONECTORES ELÉCTRICOS (100 PIEZAS),,,,,
53253503,CONECTORES ELÉCTRICOS (100 PIEZAS),CAMBIO DE NUMERO CONSECUTIVO DE 02 A 03,,,,
53352201,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352202,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352203,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352204,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352205,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352206,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352207,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352208,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352209,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352210,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352211,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352212,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352213,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352214,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352215,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352216,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352217,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352218,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352219,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352220,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352221,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352222,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352223,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352224,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352225,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352226,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352227,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352228,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352229,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352230,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352231,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352232,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352233,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352234,CARRO DE PLÁSTICO DESARMABLE,,,,,
53352235,CARRO DE PLÁSTICO DESARMABLE,,,,,
53353601,CAMBIO DE VELOCIDAD,,,,,
53353602,CAMBIO DE VELOCIDAD,,,,,
53353603,CAMBIO DE VELOCIDAD,,,,,
53353604,CAMBIO DE VELOCIDAD,,,,,
53353605,CAMBIO DE VELOCIDAD,,,,,
53353606,CAMBIO DE VELOCIDAD,,,,,
53353607,CAMBIO DE VELOCIDAD,,,,,
53353608,CAMBIO DE VELOCIDAD,,,,,
53353609,CAMBIO DE VELOCIDAD,,,,,
53353610,CAMBIO DE VELOCIDAD,,,,,
53353611,CAMBIO DE VELOCIDAD,,,,,
53353612,CAMBIO DE VELOCIDAD,,,,,
53353613,CAMBIO DE VELOCIDAD,,,,,
53353614,CAMBIO DE VELOCIDAD,,,,,
53353615,CAMBIO DE VELOCIDAD,,,,,
53353616,CAMBIO DE VELOCIDAD,,,,,
53353617,CAMBIO DE VELOCIDAD,,,,,
53353618,CAMBIO DE VELOCIDAD,,,,,
53353619,CAMBIO DE VELOCIDAD,,,,,
53353620,CAMBIO DE VELOCIDAD,,,,,
53353621,CAMBIO DE VELOCIDAD,,,,,
53353622,CAMBIO DE VELOCIDAD,,,,,
53353623,CAMBIO DE VELOCIDAD,,,,,
53353624,CAMBIO DE VELOCIDAD,,,,,
53353625,CAMBIO DE VELOCIDAD,,,,,
53353626,CAMBIO DE VELOCIDAD,,,,,
53353627,CAMBIO DE VELOCIDAD,,,,,
53353628,CAMBIO DE VELOCIDAD,,,,,
53353629,CAMBIO DE VELOCIDAD,,,,,
53353630,CAMBIO DE VELOCIDAD,,,,,
53456101,JUEGO MINI GOLF,,,,,
53456102,JUEGO MINI GOLF,,,,,
53456103,JUEGO MINI GOLF,,,,,
53456104,JUEGO MINI GOLF,,,,,
53456105,JUEGO MINI GOLF,,,,,
53456106,JUEGO MINI GOLF,,,,,
54111101,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111102,CRONÓMETRO SPORT LINE,,,,,
54111103,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111104,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111105,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111106,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111107,CRONÓMETRO SPORT LINE,NO ENCIENDE,,,,
54111201,CRONÓMETRO EXTECH INSTRUMENTS,NO ENCIENDE,,,,
54111202,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111203,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111204,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111205,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111206,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111207,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111208,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111209,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111210,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111211,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111212,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111213,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111214,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111215,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54111216,CRONÓMETRO EXTECH INSTRUMENTS,,,,,
54231401,DESARMADOR HUSKY PLANO,,,,,
54231402,DESARMADOR HUSKY PLANO,,,,,
54231403,DESARMADOR HUSKY PLANO,,,,,
54231404,DESARMADOR HUSKY PLANO,,,,,
54231601,DESARMADOR STANLEY PLANO 5mm LARGO,,,,,
54231602,DESARMADOR STANLEY PLANO 5mm LARGO,,,,,
54231603,DESARMADOR STANLEY PLANO 6 mm LARGO,,,,,
54231604,DESARMADOR STANLEY PLANO 6 mm LARGO,,,,,
54231605,DESARMADOR STANLEY PLANO 5 mm MEDIANO,,,,,
54231606,DESARMADOR STANLEY PLANO 5 mm MEDIANO,,,,,
54231607,DESARMADOR STANLEY PLANO 56mm MEDIANO,,,,,
54231608,DESARMADOR STANLEY PLANO 6 mm MEDIANO,,,,,
54231609,DESARMADOR PLANO STANLEY,,,,,
54231610,DESARMADOR PLANO STANLEY,,,,,
54231611,DESARMADOR PLANO STANLEY,,,,,
54231612,DESARMADOR PLANO STANLEY,,,,,
54231613,DESARMADOR PLANO STANLEY,,,,,
54231614,DESARMADOR PLANO STANLEY,,,,,
54231615,DESARMADOR PLANO STANLEY,,,,,
54231616,DESARMADOR PLANO STANLEY,,,,,
54231617,DESARMADOR PLANO STANLEY,,,,,
54231618,DESARMADOR PLANO STANLEY,,,,,
54231619,DESARMADOR PLANO STANLEY,,,,,
54231620,DESARMADOR PLANO STANLEY AFUERA,,,,,
54231902,DESARMADOR PLANO CHICO NEGRO,,,,,
54331501,DESARMADOR HUSKY CRUZ,,,,,
54331502,DESARMADOR HUSKY CRUZ,,,,,
54331503,DESARMADOR HUSKY CRUZ,,,,,
54331701,DESARMADOR STANLEY 1 PT,,,,,
54331702,DESARMADOR STANLEY 1 PT,,,,,
54331703,DESARMADOR STANLEY CRUZ 2 PT,,,,,
54331704,DESARMADOR STANLEY CRUZ 2 PT,,,,,
54331705,DESARMADOR CRUZ STANLEY,,,,,
54331706,DESARMADOR CRUZ STANLEY,,,,,
54331707,DESARMADOR CRUZ STANLEY,,,,,
54331708,DESARMADOR CRUZ STANLEY,,,,,
54331709,DESARMADOR CRUZ STANLEY,,,,,
54331804,DESARMADOR CON PUNTAS MULTIPLES,,,,,
54331805,DESARMADOR CON PUNTAS MULTIPLES,,,,,
54331806,DESARMADOR CON PUNTAS MULTIPLES,,,,,
54331901,ESTUCHE DESARMADOR RELOJERO,,,,,
54334103,JUEGO DE LLAVES TOOLCRAFT,,,,,
54412101,FLEXÓMETRO 3 m,,,,,
54412104,FLEXÓMETRO 3 m,,,,,
54412105,FLEXÓMETRO 3 m,,,,,
54412106,FLEXÓMETRO 5 m,,,,,
54412107,FLEXÓMETRO 3 m,,,,,
54412108,FLEXÓMETRO 3 m,,,,,
54412201,FLEXÓMETRO 5 m,,,,,
54412202,FLEXÓMETRO 5 m,,,,,
54412203,FLEXÓMETRO 5 m,,,,,
54412204,FLEXÓMETRO 5 m,,,,,
54412205,FLEXÓMETRO 5 m,,,,,
54412206,FLEXÓMETRO 5 m,,,,,
54412207,FLEXÓMETRO 3 m,,,,,
54413101,CINTA MÉTRICA,,,,,
54413102,CINTA METRICA 30m O 100 ft,,,,,
54413103,CINTA METRICA,,,,,
54413401,ODÓMETRO,,,,,
54413402,ODÓMETRO PRETUL,,,,,
54448101,LLAVE GABINETE DE BALANCEO DE LINEA,,,,,
54448102,LLAVE GABINETE DE BALANCEO DE LINEA,,,,,
55054109,BIN,,,,,
55054120,BIN,,,,,
55054126,BIN,,,,,
55054164,BIN AZUL CHICO,,,,,
55054166,BIN AZUL CHICO,,,,,
55054182,BIN ROJO MEDIANO,,,,,
55054188,BANDEJA,,,,,
55353602,CAMBIO DE VELOCIDAD,,,,,
56038103,TALADRO DE COLUMNA DE BANCO,,,,,
56038104,TALADRO DE COLUMNA DE BANCO,,,,,
56038203,SIERRA CALADORA,,,,,
56038204,SIERRA CALADORA,,,,,
57059901,SIMULADOR SMED,,,,,
57059902,SIMULADOR SMED,,,,,
57059903,SIMULADOR SMED,,,,,
57059904,MATERIAL DE APOYO,,,,,
57059905,KIT KANBAN,,,,,
57059906,TEMPORIZADOR,,,,,
57059907,TEMPORIZADOR,,,,,
57059908,TEMPORIZADOR,,,,,
57159905,BIN AMARILLO MEDIANO,,,,,
61141601,COMPUTADORA DELL,,,,,
61141602,COMPUTADORA DELL,,,,,
61141603,COMPUTADORA DELL,,,,,
61171701,ESCRITORIO,,,,,
61171702,ESCRITORIO,,,,,
61272001,ESTANTE,,,,,
61341701,IMPRESORA 3D,,,,,
61441801,MULTIFUNCIONAL,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
